Region,Antofagasta,Antofagasta,Antofagasta,Antofagasta,Antofagasta,Antofagasta,Antofagasta,Arica y Parinacota,Atacama,Atacama,Atacama,Atacama,Atacama,Atacama,Atacama,Aysén del General Carlos Ibáñez del Campo,Aysén del General Carlos Ibáñez del Campo,Aysén del General Carlos Ibáñez del Campo,Aysén del General Carlos Ibáñez del Campo,Aysén del General Carlos Ibáñez del Campo,Biobío,Biobío,Biobío,Biobío,Biobío,Biobío,Biobío,Biobío,Biobío,Biobío,Biobío,Biobío,Biobío,Biobío,Biobío,Biobío,Biobío,Biobío,Biobío,Biobío,Biobío,Biobío,Biobío,Biobío,Biobío,Biobío,Coquimbo,Coquimbo,Coquimbo,Coquimbo,Coquimbo,Coquimbo,Coquimbo,Coquimbo,Coquimbo,Coquimbo,Coquimbo,La Araucanía,La Araucanía,La Araucanía,La Araucanía,La Araucanía,La Araucanía,La Araucanía,La Araucanía,La Araucanía,La Araucanía,La Araucanía,La Araucanía,La Araucanía,La Araucanía,La Araucanía,La Araucanía,La Araucanía,La Araucanía,La Araucanía,La Araucanía,La Araucanía,La Araucanía,Libertador General Bernardo O'Higgins,Libertador General Bernardo O'Higgins,Libertador General Bernardo O'Higgins,Libertador General Bernardo O'Higgins,Libertador General Bernardo O'Higgins,Libertador General Bernardo O'Higgins,Libertador General Bernardo O'Higgins,Libertador General Bernardo O'Higgins,Libertador General Bernardo O'Higgins,Libertador General Bernardo O'Higgins,Libertador General Bernardo O'Higgins,Libertador General Bernardo O'Higgins,Libertador General Bernardo O'Higgins,Libertador General Bernardo O'Higgins,Libertador General Bernardo O'Higgins,Libertador General Bernardo O'Higgins,Libertador General Bernardo O'Higgins,Libertador General Bernardo O'Higgins,Los Lagos,Los Lagos,Los Lagos,Los Lagos,Los Lagos,Los Lagos,Los Lagos,Los Lagos,Los Lagos,Los Lagos,Los Lagos,Los Lagos,Los Lagos,Los Lagos,Los Lagos,Los Lagos,Los Lagos,Los Lagos,Los Ríos,Los Ríos,Los Ríos,Los Ríos,Los Ríos,Los Ríos,Los Ríos,Los Ríos,Los Ríos,Los Ríos,Magallanes y de la Antártica Chilena,Magallanes y de la Antártica Chilena,Maule,Maule,Maule,Maule,Maule,Maule,Maule,Maule,Maule,Maule,Maule,Maule,Maule,Maule,Maule,Maule,Maule,Maule,Maule,Maule,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Tarapacá,Tarapacá,Tarapacá,Tarapacá,Tarapacá,Tarapacá,Valparaíso,Valparaíso,Valparaíso,Valparaíso,Valparaíso,Valparaíso,Valparaíso,Valparaíso,Valparaíso,Valparaíso,Valparaíso,Valparaíso,Valparaíso,Valparaíso,Valparaíso,Valparaíso,Valparaíso,Valparaíso,Valparaíso,Valparaíso,Valparaíso,Valparaíso,Valparaíso,Valparaíso,Valparaíso,Valparaíso,Valparaíso,Valparaíso,Valparaíso,Valparaíso,Valparaíso,Ñuble,Ñuble,Ñuble,Ñuble,Ñuble,Ñuble,Ñuble,Ñuble,Ñuble,Ñuble,Ñuble
2020-05-26,19,7,0,0,0,0,0,12,0,0,9,0,0,0,2,0,0,0,3,0,0,0,0,0,0,30,0,2,3,2,0,0,0,0,17,0,0,0,0,0,0,0,17,0,0,0,0,0,3,3,9,1,0,4,0,0,0,4,0,0,0,0,0,0,1,1,1,0,2,2,2,0,0,40,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,22,2,5,1,0,0,0,0,0,0,0,0,0,0,9,15,0,0,0,0,0,0,0,0,0,2,0,2,0,1,1,0,8,3,4,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,26,0,0,0,4,0,0,13,0,0,0,0,0,16,0,30,0,19,0,0,0,0,9,0,0,0,8,2,0,0,0,1,17,0,33,0,21,0,0,22,0,20,0,0,22,10,67,7,0,10,3,0,0,0,20,0,0,0,0,4,0,0,0,0,0,0,0,0,2,0,0,0,0,8,0,0,0,0,5,7,0,0,7,9,9,0,29,0,0,23,0,0,0,0,0,0,2,0,0
2020-05-27,17,12,0,0,0,0,0,11,0,0,14,0,0,0,4,0,0,0,0,0,0,0,0,2,0,30,0,2,6,9,0,1,0,0,13,2,0,0,0,0,0,0,11,0,0,0,0,0,9,6,8,2,0,7,0,0,0,3,0,0,0,0,0,0,0,2,0,0,1,0,1,0,0,28,0,0,0,7,3,0,0,0,0,0,0,0,0,0,0,0,0,0,29,6,3,1,9,4,0,8,0,0,0,0,0,0,18,17,3,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,8,0,4,3,0,0,0,13,0,0,15,0,0,0,0,0,0,0,0,0,14,0,0,0,2,0,0,10,0,0,0,0,0,21,0,23,0,24,0,0,0,0,14,0,0,0,9,8,0,0,0,0,14,0,19,0,11,0,0,14,0,16,0,0,14,9,55,5,0,17,1,0,0,0,15,0,0,0,1,3,0,0,0,0,1,0,0,0,1,0,0,0,0,5,0,0,0,0,3,7,0,0,5,12,10,0,30,0,0,16,0,0,0,0,0,0,2,0,0
2020-05-28,17,8,0,0,0,0,0,11,0,1,2,0,0,0,2,0,0,0,2,0,0,0,0,0,0,23,0,3,1,6,0,0,0,0,23,0,0,0,0,0,0,0,9,0,0,0,0,0,10,6,15,0,0,7,0,0,0,2,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,18,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,29,1,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,12,1,5,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,19,0,0,0,1,0,0,6,0,0,0,0,0,8,0,26,0,3,0,0,0,0,7,0,0,0,7,11,0,0,0,0,15,0,25,0,10,0,0,11,0,17,0,0,20,9,74,10,0,17,1,0,0,0,9,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,6,10,1,0,5,4,12,0,24,0,0,12,0,0,0,0,0,0,2,1,0
2020-05-29,22,2,0,0,0,0,0,11,0,1,11,0,0,0,5,0,0,0,7,0,0,0,0,0,0,18,0,4,4,3,0,0,2,0,16,1,1,0,0,0,0,0,9,0,1,0,0,0,6,3,14,0,0,6,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,20,0,0,1,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,31,4,5,2,7,3,0,3,0,0,0,0,0,0,11,19,6,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,13,0,2,1,0,0,0,13,0,0,12,0,0,3,0,0,0,0,0,2,33,0,0,0,4,0,0,16,0,0,0,0,0,17,0,25,0,7,0,0,0,0,11,0,0,0,6,0,0,0,0,0,13,0,23,0,9,0,0,20,0,16,0,0,12,12,29,4,0,26,3,0,0,0,16,0,0,0,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,4,0,0,0,0,1,8,0,0,4,4,7,0,23,0,0,11,0,0,0,0,0,0,2,0,0
2020-06-01,18,13,0,0,0,0,1,18,0,1,6,0,0,0,2,1,0,0,6,0,0,0,0,3,0,23,0,2,2,11,1,0,0,0,22,0,0,0,0,1,0,0,22,0,0,0,0,0,14,3,16,0,0,8,0,0,0,3,0,1,0,0,0,1,0,1,0,0,0,0,2,0,0,51,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,16,5,4,2,6,2,0,10,0,0,0,0,0,0,15,25,7,0,1,2,0,1,0,0,0,2,0,0,0,0,0,0,16,1,7,0,0,0,2,8,0,0,9,0,0,4,0,0,0,0,0,0,35,0,0,0,6,0,0,18,0,0,0,0,0,25,0,38,0,28,0,0,0,0,21,0,0,0,15,16,0,0,0,2,24,0,36,0,26,0,0,19,0,20,0,0,18,21,110,4,0,18,4,0,0,0,25,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,2,0,0,3,0,0,0,0,9,14,0,0,10,16,16,1,41,0,0,21,0,0,0,0,0,0,6,0,0
2020-06-02,29,5,0,0,0,0,1,12,0,0,5,0,0,0,2,0,0,0,7,0,0,0,0,1,0,20,0,4,6,5,0,0,0,0,19,4,0,0,0,0,0,0,12,0,0,0,0,0,9,5,22,0,0,14,0,0,0,1,0,0,0,0,0,0,0,3,0,0,1,0,2,0,0,35,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,22,5,4,0,0,0,0,0,0,0,0,0,0,0,7,5,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,15,0,6,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,20,0,0,0,4,0,0,7,0,0,0,0,0,19,0,36,0,23,0,0,0,1,16,0,0,0,7,9,0,0,0,0,22,0,22,0,11,0,0,20,0,12,0,0,19,15,63,3,0,14,5,0,0,0,16,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,5,5,0,0,10,5,8,0,38,0,0,15,0,0,0,0,0,0,2,0,0
2020-06-03,21,5,0,0,0,0,0,8,0,0,9,0,0,0,2,0,0,0,2,0,0,0,1,1,0,9,0,3,1,5,0,0,0,0,16,0,0,0,0,0,0,0,10,0,0,0,0,0,7,1,17,1,0,2,0,0,0,2,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,37,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,5,4,0,3,2,0,4,0,0,0,0,0,0,17,22,5,0,0,0,0,0,0,0,0,2,0,0,1,0,1,0,11,0,4,2,0,0,1,15,0,0,13,0,0,0,0,0,0,0,0,2,20,0,0,0,5,0,0,12,0,0,0,0,0,15,0,29,0,23,0,0,0,0,10,0,0,0,11,5,0,0,0,0,13,0,9,0,12,0,0,19,0,14,0,0,6,1,53,5,0,19,3,0,0,0,12,0,1,0,0,5,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,2,7,0,0,3,1,7,0,14,0,0,12,0,0,0,0,0,0,1,0,0
2020-06-04,15,8,0,0,0,0,0,4,0,1,11,0,0,1,0,0,0,0,2,0,0,0,0,2,0,16,0,1,1,4,0,0,0,0,15,0,0,0,0,0,0,0,9,0,0,0,0,0,9,4,18,0,0,8,0,0,0,4,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,21,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,21,5,3,1,0,0,0,0,0,0,0,0,0,0,3,6,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,5,0,0,7,0,0,0,0,0,19,0,26,0,22,0,0,0,0,16,0,0,0,7,5,0,0,0,0,13,0,19,0,9,0,1,9,0,9,0,0,16,11,84,4,0,11,3,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,9,6,0,0,5,7,4,0,34,0,0,21,0,0,0,0,0,0,2,1,0
2020-06-05,22,6,0,0,0,0,0,10,1,0,10,0,0,0,2,0,0,0,1,0,0,0,0,1,0,19,0,3,6,14,0,0,1,0,16,0,1,0,0,0,0,0,9,0,1,0,0,0,9,1,10,0,0,9,0,1,0,4,0,0,0,1,0,0,0,0,0,0,2,0,1,0,0,23,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,3,0,10,0,0,10,0,0,0,0,0,0,14,31,7,0,0,0,0,2,0,0,0,1,0,0,1,0,0,0,9,1,5,3,0,0,3,15,0,0,2,0,0,3,0,0,0,0,0,1,20,0,0,0,1,0,0,17,0,0,0,0,0,15,0,24,0,34,0,0,0,0,19,0,0,0,3,4,0,0,0,0,13,0,24,0,5,0,1,18,0,15,0,0,17,17,35,11,0,15,2,0,0,0,22,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,7,5,0,0,6,2,7,0,37,0,0,13,0,0,0,0,0,0,5,0,0
2020-06-08,29,15,0,0,0,0,0,17,0,0,10,0,0,0,6,0,0,0,8,0,0,0,0,1,0,25,0,4,13,8,0,0,1,0,16,0,0,0,0,1,0,0,18,0,0,0,0,0,18,3,11,0,0,12,0,0,0,1,0,0,0,0,0,0,0,2,0,1,1,0,1,0,0,32,0,0,0,5,7,0,0,0,0,1,0,0,0,0,0,0,0,0,32,7,4,0,6,2,0,9,0,0,0,0,0,0,23,23,7,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,16,1,11,1,0,0,1,9,0,0,20,0,0,3,0,0,0,0,0,0,32,0,0,0,6,0,0,16,0,0,0,0,0,20,0,33,0,37,0,0,0,1,6,0,0,0,16,8,0,0,0,0,18,0,41,0,14,0,3,22,0,27,0,0,12,19,109,12,0,27,3,0,0,0,30,0,0,0,1,4,0,0,0,0,0,0,0,0,3,0,0,0,0,9,0,0,0,0,6,11,0,0,7,13,13,1,38,0,0,30,0,0,0,0,0,0,5,0,0
2020-06-09,18,13,0,0,0,0,0,15,0,0,13,0,0,0,5,0,0,0,3,0,0,0,0,3,0,31,0,4,5,6,0,0,0,0,18,0,0,0,0,0,0,0,8,0,0,0,0,0,6,0,12,0,0,8,0,0,1,7,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,38,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,27,5,2,1,0,0,0,0,0,0,0,1,0,0,7,12,0,0,0,0,0,0,0,0,0,3,0,0,0,1,1,1,9,0,9,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,15,0,0,0,1,0,0,10,0,0,0,0,0,16,0,31,0,36,0,0,0,0,17,0,0,0,11,10,0,0,0,1,9,0,25,0,14,0,0,19,0,14,0,0,22,8,56,4,0,10,3,0,0,1,19,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,5,6,0,0,9,4,8,0,37,0,0,20,0,0,0,0,0,0,2,0,0
2020-06-10,17,2,0,0,0,0,0,12,0,0,6,0,0,0,4,0,0,0,2,0,0,0,0,1,0,19,0,4,2,5,0,0,0,0,12,2,0,0,0,0,0,0,8,0,0,0,0,0,0,1,9,0,0,2,0,0,1,2,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,21,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,2,2,1,6,2,0,9,0,0,0,0,0,0,11,23,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,8,0,6,4,0,0,0,16,0,0,15,0,0,1,0,0,0,0,0,0,20,0,0,0,0,0,0,8,0,0,0,0,0,12,0,33,0,12,0,0,0,0,13,0,0,0,16,3,0,0,0,0,12,0,25,0,10,0,1,19,0,14,0,0,12,10,41,2,0,18,1,0,0,0,26,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,3,0,0,2,0,0,0,0,4,8,0,0,4,4,7,0,29,0,0,11,0,0,0,0,0,0,0,0,0
2020-06-11,12,3,0,0,0,0,0,6,0,0,4,0,0,0,1,0,0,0,2,0,0,0,0,0,0,12,0,4,4,4,0,0,0,0,5,0,0,0,0,0,0,0,8,0,0,0,0,0,4,2,15,0,0,4,0,0,0,5,0,0,0,0,0,0,0,1,0,0,0,4,0,0,0,26,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,24,4,5,1,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,13,1,9,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,13,0,0,0,1,0,0,5,0,0,0,0,0,16,0,27,0,26,0,0,0,0,15,0,0,0,9,9,0,0,0,2,19,0,36,0,8,0,0,16,0,14,0,0,5,13,64,5,0,9,2,0,0,1,19,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,1,0,0,5,0,0,0,0,4,4,0,0,6,7,6,0,37,0,0,13,0,0,0,0,0,0,5,0,0
2020-06-12,28,4,0,0,0,1,1,9,0,0,7,0,0,0,3,0,0,0,1,0,0,0,0,1,0,15,0,1,5,7,0,0,0,0,15,2,0,0,0,0,0,0,10,0,1,0,0,0,3,4,15,0,0,7,0,0,0,2,0,0,0,0,0,0,0,1,0,0,2,0,1,1,1,26,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,3,0,5,3,0,7,0,0,0,0,0,0,13,11,9,0,1,1,0,2,0,0,0,1,0,0,0,0,0,0,9,0,4,3,0,0,0,10,0,0,5,0,0,1,0,0,0,0,0,1,25,0,0,0,5,0,0,9,0,0,0,0,0,0,0,22,0,9,0,0,0,0,17,0,0,0,6,7,0,0,0,0,12,0,20,0,5,0,0,23,0,15,0,0,6,8,45,0,0,23,2,0,0,0,19,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,0,0,3,4,6,0,36,0,0,17,0,0,0,0,0,0,4,0,0
2020-06-15,27,20,0,0,0,0,0,13,0,0,18,0,0,0,5,0,0,0,7,0,0,0,0,1,0,29,0,4,4,8,0,0,1,0,37,2,0,0,0,0,0,0,19,0,1,0,0,0,8,1,22,0,0,6,0,0,0,4,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,24,0,0,0,8,4,0,0,0,0,0,0,0,0,0,0,0,0,0,28,8,7,0,9,2,0,7,0,0,0,0,0,0,8,20,2,0,1,0,0,0,0,0,0,1,0,1,0,1,1,0,16,7,6,3,0,0,0,18,0,0,18,0,0,5,0,0,0,0,0,0,34,0,0,0,4,0,0,27,1,0,0,0,0,27,0,37,0,30,0,0,0,0,20,0,0,0,13,10,0,0,0,0,20,0,39,0,23,0,0,25,0,21,0,0,26,27,120,12,0,18,2,0,0,0,24,0,0,0,0,5,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,4,10,0,0,4,6,5,0,31,0,0,21,0,0,0,1,0,0,3,0,0
2020-06-16,16,8,0,0,0,0,1,10,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,8,7,13,0,0,0,0,9,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,18,0,0,6,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,28,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,3,1,0,0,0,0,0,0,0,0,0,0,3,14,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,8,4,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,26,0,0,0,3,0,0,7,0,0,0,0,0,22,0,22,0,28,0,0,0,0,17,0,0,0,16,2,0,0,0,0,13,0,28,0,15,0,0,20,0,17,0,0,18,12,58,4,0,19,1,0,0,0,21,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,1,0,2,5,4,0,32,0,0,19,0,0,0,0,0,0,1,0,0
2020-06-17,15,8,0,0,0,0,0,6,0,0,7,0,0,0,2,0,0,0,4,0,0,0,0,0,0,19,0,2,0,7,0,0,0,0,18,2,0,0,0,0,0,0,8,0,0,0,0,0,7,3,17,0,0,6,0,0,0,5,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,39,0,0,0,8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,27,6,6,1,7,5,0,5,0,0,0,1,0,0,8,18,8,0,0,0,0,1,0,0,0,2,0,0,0,2,0,1,8,1,4,1,0,0,0,14,0,0,15,0,0,3,0,0,0,0,0,3,16,0,0,0,2,0,0,10,0,0,0,0,0,20,0,24,0,18,0,0,0,0,16,0,0,0,8,3,0,0,0,0,9,0,22,0,6,0,0,15,0,16,0,0,18,9,40,7,0,10,2,0,0,0,13,0,0,0,0,3,0,0,0,0,0,0,0,0,2,0,0,0,0,10,0,0,0,0,8,15,0,0,10,7,3,0,23,0,0,11,0,0,0,0,0,0,1,0,0
2020-06-18,22,6,0,0,0,0,1,10,0,1,8,0,0,0,2,0,0,0,2,0,0,0,0,0,0,15,0,4,4,6,0,0,0,0,16,0,0,0,2,0,0,0,7,0,0,0,0,0,12,0,9,0,0,8,0,0,0,4,0,0,0,0,0,0,0,2,1,0,0,1,1,0,0,31,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,32,0,6,0,0,1,0,0,0,0,0,0,0,0,3,10,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,12,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,15,0,0,0,2,0,0,7,0,0,0,0,0,12,1,24,0,28,0,0,0,0,8,0,0,0,8,10,0,0,0,0,8,0,37,0,13,0,0,20,0,15,0,0,17,12,72,7,0,16,4,0,0,0,17,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,6,10,0,0,7,8,5,0,31,0,0,10,0,0,0,0,0,0,1,0,0
2020-06-19,29,3,0,0,0,0,0,8,0,0,14,0,0,0,2,0,0,0,1,0,0,0,0,0,0,20,0,2,3,9,0,0,0,0,17,2,0,0,0,0,0,0,9,0,0,0,0,0,9,0,11,0,0,6,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,28,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,31,8,5,1,7,2,0,4,0,0,0,0,0,0,10,21,3,0,0,0,0,2,0,0,0,2,0,0,1,0,0,0,15,1,5,0,0,0,0,1,0,0,6,0,0,4,0,0,0,0,0,0,22,0,0,0,0,0,0,10,0,0,0,0,0,11,0,38,1,23,0,0,0,0,13,0,0,0,9,3,0,0,1,0,8,0,23,0,4,0,0,20,0,17,0,0,6,7,48,1,0,23,1,0,0,0,5,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,6,6,1,0,7,9,6,0,29,0,0,18,0,0,0,0,1,0,2,0,0
2020-06-20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-06-22,44,21,0,0,0,0,0,16,0,0,13,0,0,0,6,0,0,0,4,0,0,0,0,0,0,25,0,9,8,9,0,0,0,0,20,0,0,0,0,0,0,1,19,0,1,0,0,0,16,2,19,0,0,7,0,0,0,7,1,0,1,0,0,0,0,3,0,0,1,0,3,0,0,35,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,35,7,8,0,3,3,0,5,0,0,0,0,0,0,12,24,2,0,0,0,0,1,0,0,0,3,1,0,0,0,1,0,12,0,11,6,0,0,0,14,0,0,21,0,0,4,0,0,0,0,0,0,27,0,0,0,4,0,0,15,0,0,0,0,0,25,0,30,0,31,0,0,0,0,14,0,0,0,22,14,2,0,0,0,17,0,25,0,18,1,0,31,0,23,0,0,13,9,95,14,0,22,4,0,0,0,29,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,8,16,0,0,5,10,8,0,34,0,0,23,0,0,0,0,0,0,1,0,0
2020-06-23,21,8,0,0,0,0,0,11,0,0,7,0,0,0,5,0,0,0,5,0,0,0,0,0,0,27,0,6,4,8,0,0,0,0,24,0,0,0,0,0,0,0,18,0,0,0,0,0,9,2,12,0,0,5,0,0,0,2,0,0,0,0,0,0,0,2,0,0,1,1,2,0,0,28,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,3,1,0,0,0,1,0,0,0,0,0,0,6,10,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,6,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,5,0,0,14,0,0,0,0,0,11,0,34,0,25,0,0,0,0,8,0,0,0,8,9,0,0,0,0,15,0,23,0,9,0,0,18,0,18,0,0,19,6,69,7,0,22,4,0,0,0,27,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,0,6,7,1,0,10,7,6,0,28,0,0,18,0,0,0,0,0,0,1,0,0
2020-06-24,7,0,0,0,0,0,0,7,0,1,5,0,0,0,4,1,0,0,2,0,0,0,0,1,0,13,0,2,0,10,0,0,0,0,16,0,0,0,0,0,0,0,4,0,0,0,0,0,12,3,13,0,0,7,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,33,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22,9,3,2,4,3,0,4,0,0,0,0,0,0,10,15,3,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,11,0,5,2,0,0,0,13,0,0,21,0,0,2,0,0,0,0,0,0,20,0,0,0,3,0,0,7,0,1,0,0,0,12,0,27,0,25,0,0,0,0,15,0,0,0,10,2,0,0,0,0,8,0,22,0,6,0,0,16,0,9,0,0,22,10,42,3,0,14,4,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,10,0,0,7,9,17,0,20,0,0,7,0,0,0,0,0,0,2,0,0
2020-06-25,10,2,0,0,0,0,0,11,0,0,7,0,0,0,2,0,0,0,5,0,0,0,0,2,0,16,0,2,5,8,0,0,0,0,11,0,0,0,0,0,0,0,8,0,0,0,0,0,6,4,3,0,0,6,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,23,0,0,0,0,4,0,0,0,0,0,0,0,2,0,0,0,0,0,19,0,2,1,0,0,0,0,0,0,0,0,0,0,4,12,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,6,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,7,0,0,8,0,0,0,0,0,13,0,23,0,19,0,0,0,0,13,0,1,0,8,2,0,0,0,0,9,0,28,0,16,2,0,15,0,17,0,0,18,13,75,4,0,6,0,0,0,0,12,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,9,0,1,9,6,3,0,14,0,0,14,0,0,0,0,0,0,3,0,0
